artists;acousticness;danceability;duration_ms;energy;instrumentalness;liveness;loudness;speechiness;tempo;valence;popularity;key;mode;count;;;;;;;;
Los Pamperos;0.538;0.669;165200;0.332;0;0.0928;-9.347;0.0305;90.659;0.691;23;9;0;2;;;;;;;;
Los Panchos;0.8583;0.673633333;162356.6067;0.368413333;0.014406891;0.20072;-11.68159333;0.042849333;111.0630867;0.630006667;24.42;2;1;150;;;;;;;;
Los Panchos? Sí!;0.963;0.429;179147;0.417;0.539;0.127;-10.97;0.0527;166.113;0.171;0;3;1;2;;;;;;;;
Los Payos;0.539;0.667;199467;0.75;1.24E-06;0.193;-7.076;0.0394;152.825;0.962;39;6;1;2;;;;;;;;
Los Pedernales;0.0852;0.9125;300980;0.675;6.10E-05;0.0313;-6.379;0.04585;92.9945;0.9715;51.5;9;1;4;;;;;;;;
Los Peregrinos;0.859727273;0.569;173448.6364;0.584363636;0.101158684;0.362545455;-10.08781818;0.0664;102.5924545;0.745636364;1.545454545;10;1;11;;;;;;;;
Los Pericos;0.082695;0.7905;214113.25;0.57475;1.51E-06;0.097525;-9.28525;0.04345;102.92275;0.8145;55.25;3;1;8;;;;;;;;
Los Pianos Barrocos;0.908;0.395;150800;0.152;0.869;0.116;-16.842;0.029;97.537;0.166;47;0;1;2;;;;;;;;
Los Pikadientes De Caborca;0.242;0.869;104760;0.535;0;0.293;-3.35;0.046;106.406;0.972;52;5;1;2;;;;;;;;
Los Piojos;0.152;0.453;240013;0.343;0;0.0708;-12.187;0.0283;94.973;0.765;62;0;1;2;;;;;;;;
Los Player's;0.2768;0.6348;203307.8;0.6114;0.000176402;0.28756;-6.7076;0.05042;120.6472;0.7646;44.8;11;1;10;;;;;;;;
Los Plebes del Rancho de Ariel Camacho;0.687333333;0.635333333;180833;0.535666667;3.01E-06;0.079233333;-5.085;0.030433333;136.7566667;0.782333333;65;7;1;6;;;;;;;;
Los Pleneros del Quinto Olivo;0.267;0.551;227000;0.602;0;0.051;-10.801;0.113;77.08;0.973;29;5;1;2;;;;;;;;
Los Prados;0.76;0.374;185573;0.492;2.03E-05;0.379;-9.591;0.0716;83.305;0.475;31;9;0;2;;;;;;;;
Los Pregoneros;0.9605;0.5095;176953.5;0.5685;0.000562;0.306;-11.034;0.05865;125.3985;0.8485;1;3;1;4;;;;;;;;
Los Primos MX;0.4825;0.728;159200;0.5725;1.60E-06;0.123;-7.155;0.03945;126.021;0.622;60;7;1;4;;;;;;;;
Los Prisioneros;0.0867125;0.628416667;286779.3333;0.775083333;0.002734392;0.109925;-7.686583333;0.070825;142.9720833;0.692333333;53;9;1;24;;;;;;;;
Los Provincianos;0.9736;0.6079;167800.2;0.36955;0.177661693;0.20566;-11.3674;0.06972;104.8428;0.657;0;3;1;20;;;;;;;;
Los Pumas Del Norte;0.291;0.837;166573;0.782;0.000148;0.0524;-5.859;0.0869;119.028;0.853;38;7;1;2;;;;;;;;
Los Rancheritos Del Topo Chico;0.72;0.76;176120;0.469;1.38E-06;0.0317;-9.866;0.0395;94.558;0.93;41;5;1;2;;;;;;;;
Los Rancheros;0.0622;0.406;311853;0.545;7.30E-06;0.276;-7.874;0.0311;110.411;0.225;49;4;1;2;;;;;;;;
Los Razos;0.6464;0.7452;182621.4;0.5642;7.28E-06;0.1623;-8.0002;0.07362;112.3836;0.931;47.8;0;1;10;;;;;;;;
Los Rebeldes Del Bravo;0.407;0.647;199442.7778;0.455555556;1.14E-06;0.144133333;-12.352;0.041588889;122.1152222;0.892444444;25.33333333;10;1;18;;;;;;;;
Los Rebeldes Del Rock;0.8135;0.6685;168960;0.5265;0;0.0803;-5.8645;0.04025;125.7175;0.727;42;6;1;4;;;;;;;;
Los Reggaetronics;0.105;0.805;209200;0.885;3.33E-06;0.0629;-5.13;0.108;117.497;0.637;0;4;0;2;;;;;;;;
Los Rehenes;0.411909091;0.685818182;175642.2727;0.610454545;7.79E-05;0.210690909;-5.813181818;0.039872727;103.4279091;0.862727273;48.45454545;0;1;22;;;;;;;;
Los Relampagos Del Norte;0.542;0.697222222;173919.8889;0.500222222;0.003683643;0.166577778;-8.331;0.052977778;117.7418889;0.852555556;39;8;1;18;;;;;;;;
Los Retros;0.0529;0.817;173954;0.471;0.224;0.106;-13.301;0.0335;89.551;0.962;66;9;1;2;;;;;;;;
Los Reyes;0.732;0.653666667;208809;0.835333333;0.000808;0.185333333;-9.268333333;0.056933333;102.7046667;0.748;32;5;1;3;;;;;;;;
Los Reyes Del Camino;0.33375;0.5875;184723.25;0.62925;1.81E-06;0.1302;-6.74625;0.05545;133.22925;0.66925;45.5;7;1;8;;;;;;;;
Los Reyes Locos;0.332636364;0.694272727;189690.9091;0.746181818;5.18E-05;0.186063636;-7.227818182;0.060018182;132.2015455;0.932090909;37;10;1;22;;;;;;;;
Los Reyos;0.824;0.508;217160;0.6;0.000401;0.121;-10.426;0.0385;91.722;0.586;26;6;0;1;;;;;;;;
Los Rieleros Del Norte;0.205017647;0.639352941;187148.1176;0.698588235;5.77E-05;0.123817647;-5.748764706;0.040558824;116.0637059;0.798117647;44.35294118;10;1;34;;;;;;;;
Los Rodriguez;0.327;0.533;267155.3333;0.929333333;2.13E-06;0.141033333;-3.747;0.054666667;141.449;0.903;49.66666667;7;0;6;;;;;;;;
Los Rurales De Gilberto Parra;0.499;0.707;173933;0.779;0.897;0.314;-6.367;0.0479;127.707;0.979;20;0;1;2;;;;;;;;
Los Sagitarios;0.548;0.639;180573;0.406;0;0.171;-13.806;0.122;99.99;0.892;28;11;1;2;;;;;;;;
Los Saylors;0.105;0.698;185027;0.834;0.000216;0.0451;-7.136;0.0501;104.734;0.865;38;3;1;2;;;;;;;;
Los Secretos;0.00115;0.461;160000;0.801;3.63E-05;0.274;-11.133;0.0298;99.677;0.963;59;7;1;2;;;;;;;;
Los Sementales de Nuevo León;0.333;0.572;240800;0.694;0;0.154;-3.797;0.226;182.236;0.733;48;8;1;2;;;;;;;;
Los Shapis;0.836;0.644;230973;0.666;0.0124;0.17;-8.255;0.0445;110.228;0.847;45;9;1;2;;;;;;;;
Los Socios Del Ritmo;0.22634;0.7598;206378.6;0.5322;0.1704;0.0836;-8.4038;0.10328;157.2142;0.9082;54.8;5;1;10;;;;;;;;
Los Solitarios;0.839;0.4465;179907;0.38;0;0.10905;-9.017;0.0285;86.4115;0.3775;49;9;1;4;;;;;;;;
Los Tecolines;0.906;0.753;173147;0.564;2.96E-05;0.12;-6.844;0.0363;105.686;0.781;49;2;1;2;;;;;;;;
Los Teen Tops;0.600833333;0.480722222;144055.9444;0.701527778;0.00079196;0.298958333;-9.572111111;0.046705556;112.2219444;0.830555556;25.02777778;9;1;72;;;;;;;;
Los Tekilas;0.546666667;0.550333333;76765.66667;0.624333333;0;0.352;-5.647;0.0354;117.906;0.847;37;2;1;3;;;;;;;;
Los Telez;0.179285714;0.810857143;254961.7143;0.526142857;7.34E-06;0.108942857;-8.375714286;0.0602;157.1751429;0.891857143;52.85714286;5;0;7;;;;;;;;
Los Temerarios;0.302661429;0.609417582;220287.5824;0.507791209;0.019923779;0.180624176;-9.805076923;0.03276044;109.5658681;0.566428571;50.08791209;2;1;182;;;;;;;;
Los Terricolas;0.4232556;0.40904;218086.72;0.47856;0.000153108;0.121244;-7.37408;0.032236;102.5316;0.39208;40.04;9;0;50;;;;;;;;
Los Tigres Del Norte;0.377363569;0.762078067;185337.5465;0.511494424;0.000140343;0.153440149;-9.356356877;0.11641487;122.4008996;0.905460967;43.9330855;9;1;269;;;;;;;;
Los Tigrillos;0.203514286;0.845714286;174528.7143;0.770428571;0.000189014;0.114842857;-5.724857143;0.052057143;115.0755714;0.924285714;48.57142857;2;1;14;;;;;;;;
Los Tinos;0.402;0.761;197590;0.457;0;0.173;-10.194;0.032;98.28;0.878;47;2;1;2;;;;;;;;
Los Tiranos Del Norte;0.312666667;0.641666667;196555.5;0.57;6.83E-05;0.212483333;-8.761833333;0.083283333;140.336;0.803;42.83333333;9;1;12;;;;;;;;
Los Titanes De Durango;0.256;0.68825;193256.75;0.93;2.70E-07;0.1276;-3.71025;0.055275;130.68775;0.8975;56.25;10;1;8;;;;;;;;
Los Toreros Muertos;0.328333333;0.712666667;315702.3333;0.622333333;4.27E-06;0.1439;-11.69;0.0577;129.8763333;0.889;51.33333333;0;1;6;;;;;;;;
Los Toros Band;0.3133;0.816888889;257643;0.702333333;0.000279011;0.123211111;-4.289;0.0482;125.0397778;0.836444444;45.33333333;5;1;18;;;;;;;;
Los Traficantes Del Norte;0.372;0.738;145133;0.851;0.842;0.187;-4.299;0.0649;101.871;0.95;40;8;1;2;;;;;;;;
Los Traileros Del Norte;0.19864375;0.6805;177834.1875;0.6825;0.052057931;0.09440625;-7.5636875;0.11025625;140.508375;0.9258125;42.25;5;1;32;;;;;;;;
Los Tremendos Gavilanes;0.699;0.847;190267;0.551;0;0.103;-5.549;0.0426;114.066;0.908;24;9;1;2;;;;;;;;
Los Tres;0.4875;0.547;237626.5;0.522;1.51E-06;0.1505;-8.107;0.03045;118.29;0.5585;56;9;1;4;;;;;;;;
Los Tres Caballeros;0.832666667;0.667;186011.3333;0.339333333;0.0006885;0.278666667;-10.44066667;0.047366667;91.42333333;0.706;50.33333333;6;1;6;;;;;;;;
Los Tres Reyes;0.866285714;0.794;163251.2857;0.257142857;0.053145744;0.165842857;-15.23942857;0.0407;100.8202857;0.693142857;23;2;1;14;;;;;;;;
Los Troqueros;0.471;0.8015;152853.25;0.376;7.18E-05;0.0835;-8.93525;0.03755;108.3215;0.9035;28.5;7;1;8;;;;;;;;
Los Troveros Criollo;0.91325;0.710375;174700.375;0.582;0.000179003;0.2831;-11.9395;0.0699;142.795;0.88575;0.875;2;1;16;;;;;;;;
Los Tucanes De Tijuana;0.224167442;0.760651163;180614.5349;0.609883721;0.00074707;0.140948837;-6.340325581;0.043965116;134.3290233;0.911837209;48.39534884;7;1;86;;;;;;;;
Los Universales;0.18;0.66;243973;0.682;0.000102;0.116;-9.322;0.0825;199.665;0.962;61;0;1;2;;;;;;;;
Los Vallenatos De La Cumbia;0.545;0.714;287347;0.629;0;0.145;-6.418;0.0347;137.193;0.956;52;3;1;2;;;;;;;;
Los Vecinos;0.245;0.5952;256983.8;0.8022;0.001063;0.519;-5.643;0.03818;136.5668;0.9548;32;5;0;5;;;;;;;;
Los Violadores;0.0801;0.505;261747;0.956;0.00178;0.292;-5.704;0.0639;95.973;0.706;44;9;1;2;;;;;;;;
Los Visconti;0.499;0.614;200573;0.443;0;0.108;-10.11;0.0542;130.802;0.553;40;5;0;2;;;;;;;;
Los Warahuaco;0.423;0.668;199720;0.5195;6.55E-07;0.08745;-8.6875;0.0543;138.235;0.9625;34;10;1;4;;;;;;;;
Los Yaguarú;0.384083333;0.750666667;220621.0833;0.568166667;0.062283761;0.108183333;-7.418083333;0.057783333;109.8065833;0.813583333;52.66666667;7;1;24;;;;;;;;
Los Yes Yes;0.453;0.742;315680;0.588;1.15E-06;0.0905;-4.873;0.0289;85.035;0.795;55;0;1;2;;;;;;;;
Los Yonic's;0.511255319;0.505021277;206789.1277;0.500787234;0.002221707;0.220723404;-9.83293617;0.038044681;115.162;0.54193617;42.55319149;7;1;47;;;;;;;;
Los York's;0.708;0.501;164893;0.468;1.12E-06;0.124;-9.314;0.0352;107.601;0.723;22;7;1;2;;;;;;;;
Los Yumbos;0.986;0.5825;169508.5;0.4475;0.42085;0.2365;-12.746;0.05275;109.1265;0.847;0;3;0;2;;;;;;;;
Los inquietos del vallenato;0.37442;0.6956;301937.6;0.5928;0;0.17496;-6.4286;0.03744;135.7894;0.6268;44;1;1;10;;;;;;;;
Los terribles Del Norte;0.20235;0.7855;188210.75;0.7675;3.32E-05;0.114175;-5.2555;0.0583;106.6495;0.917;40.25;5;1;8;;;;;;;;
Los Ángeles Azules;0.317934783;0.672;210202.913;0.487913043;0.024725464;0.127115217;-7.447913043;0.055008696;101.0607826;0.722391304;53.36956522;2;1;46;;;;;;;;
Loser Friendly;0.819;0.755;301453;0.271;0.118;0.113;-16.496;0.0662;103.652;0.156;0;7;1;2;;;;;;;;
Lost Boyz;0.030983636;0.719636364;281350.4545;0.586454545;0;0.217018182;-8.300727273;0.199927273;115.6080909;0.560181818;43.45454545;1;1;11;;;;;;;;
Lost Frequencies;0.00167;0.567;88587;0.964;0.765;0.619;-7.007;0.0682;130.009;0.614;6;9;0;1;;;;;;;;
Lost Generation;0.229;0.498;214893;0.606;0.000201;0.11;-11.125;0.0929;85.049;0.442;32;7;1;2;;;;;;;;
Lost Horizon;3.07E-05;0.223;716347;0.885;0.00105;0.243;-3.687;0.057;101.795;0.143;43;9;0;2;;;;;;;;
Lost Kings;0.022505;0.6105;187122;0.8605;0;0.0788;-5.2475;0.0569;136.9775;0.5855;64;8;1;2;;;;;;;;
Lost Sky;0.295333333;0.689;194250;0.934;0.52249;0.118666667;-4.309666667;0.043633333;110.0026667;0.336666667;73.33333333;6;1;3;;;;;;;;
Lost Tribe;0.03523;0.698;294326;0.8185;0.345;0.4765;-8.2595;0.16275;146.9765;0.5295;6;1;1;4;;;;;;;;
Lost Witness;2.18E-05;0.447333333;287125;0.962;0.835;0.4639;-7.62;0.0701;139.345;0.577;2.333333333;6;1;3;;;;;;;;
Lost World;6.94E-05;0.496;90875;0.971;0.542;0.0819;-10.886;0.0531;140.026;0.386;7;2;1;2;;;;;;;;
Lostly;1.42E-05;0.328;102000;0.98;0.638;0.11;-7.301;0.1;137.021;0.153;15;1;1;2;;;;;;;;
Lotta & Anders Engbergs Orkester;0.685;0.7035;206340;0.709;0.00125591;0.10465;-7.6765;0.03145;141.2735;0.857;30.5;2;1;4;;;;;;;;
Lotte Lehmann;0.9935;0.4885;114340;0.12025;0.07311475;0.127375;-18.077;0.07595;109.48175;0.39925;0;3;1;8;;;;;;;;
Lotte Leitner;0.972;0.3845;275760;0.1545;0.4275;0.1315;-19.3805;0.0436;99.996;0.2955;48;3;1;2;;;;;;;;
Lotte Lenya;0.832285714;0.492857143;218373.1429;0.331714286;1.40E-05;0.163728571;-12.79614286;0.1001;136.9217143;0.584714286;10;6;0;7;;;;;;;;
Lotus Juice;0.0211;0.779;208800;0.904;0.00159;0.342;-8.314;0.0925;118.995;0.901;54;1;1;2;;;;;;;;
Lou Ann Barton;0.2295;0.673;180103.5;0.514;2.96E-06;0.2998;-9.728;0.0517;130.982;0.793;33.5;1;1;4;;;;;;;;
Lou Barlow;0.359;0.733;210627;0.706;4.70E-05;0.0639;-7.627;0.03;116.324;0.463;7;9;1;2;;;;;;;;
Lou Bega;0.103;0.622;220293;0.807;0;0.306;-6.752;0.408;174.06;0.892;75;5;0;2;;;;;;;;
Lou Bring;0.905;0.397;165313;0.269525;0.1734;0.1425;-14.89675;0.036325;94.97625;0.2984;3;7;1;4;;;;;;;;
Lou Busch & His Orchestra;0.887;0.2935;184652;0.377;0.48475;0.8245;-10.2275;0.0329;87.727;0.2505;0;3;1;4;;;;;;;;
Lou Christie;0.60075;0.6005;145870;0.67975;1.02E-05;0.132575;-7.18675;0.0499;142.48425;0.89025;24.75;7;1;8;;;;;;;;
Lou Donaldson;0.704714286;0.656285714;410656.1429;0.343291429;0.33327316;0.112588571;-15.04571429;0.045025714;107.7636571;0.568651429;32.11428571;5;1;35;;;;;;;;
Lou Gramm;0.1069;0.67725;281559.75;0.774;0.011123325;0.125;-9.10925;0.031475;128.99425;0.7615;42;0;1;8;;;;;;;;
Lou Grant;0.0245;0.609;288100;0.954;8.29E-06;0.194;-4.352;0.0466;159.929;0.757;53;1;1;2;;;;;;;;
Lou Monte;0.717764706;0.706529412;158680.2941;0.577823529;0;0.285058824;-8.668294118;0.067576471;120.5055882;0.812647059;23.82352941;9;1;17;;;;;;;;
Lou Mullen;0.0095624;0.750933333;433805.4;0.917866667;0.590733333;0.473226667;-6.816066667;0.058293333;127.8552667;0.444666667;0;7;1;15;;;;;;;;
Lou Rawls;0.599657143;0.578828571;215665.6286;0.414477143;0.000136515;0.193125714;-11.98994286;0.076471429;122.1312;0.6094;27.82857143;7;1;35;;;;;;;;
Lou Rawls And Les McCann Trio;0.72;0.642;225600;0.272;0;0.226;-14.246;0.0409;125.615;0.596;22;7;1;1;;;;;;;;
Lou Reed;0.420585047;0.515785047;274774.2897;0.587551402;0.086473856;0.230969159;-10.21472897;0.062460748;122.8579252;0.595386916;38.59813084;2;1;107;;;;;;;;
Lou Teicher;0.983;0.323;139133;0.139;0.0459;0.104;-18.117;0.0401;168.613;0.0895;3;8;1;2;;;;;;;;
Lou Wills; Jr.;0.974;0.437;204867;0.156;5.65E-05;0.202;-15.259;0.0442;125.894;0.327;9;4;1;2;;;;;;;
Loucipher;0.583;0.686;288667;0.631;0;0.329;-7.458;0.386;86.276;0.65;46;4;0;1;;;;;;;;
Loud Lake;0.000432;0.696;429375;0.781;0.774;0.41;-10.078;0.0479;128.013;0.0937;0;7;1;2;;;;;;;;
Loud Luxury;0.03657025;0.73675;148978.5;0.858;0.002164418;0.343575;-3.9395;0.1559;124.49575;0.56675;44.75;1;1;4;;;;;;;;
LoudbaserS;0.0252;0.518;181108;0.525;0.973;0.116;-11.801;0.0297;110.008;0.251;0;8;1;4;;;;;;;;
Loudon Wainwright III;0.603333333;0.574;198517.1111;0.397222222;0.013797004;0.113055556;-13.10911111;0.034555556;120.5007778;0.551777778;38.88888889;9;1;18;;;;;;;;
Loudrop;0.000167;0.757;330195;0.771;0.748;0.0732;-8.912;0.122;128.012;0.279;0;8;1;2;;;;;;;;
Loughton High School for Girls' Choir;0.982;0.235;138933;0.285;0.323;0.0857;-12.196;0.0355;82.596;0.172;0;5;1;2;;;;;;;;
Louie Bellson;0.305516667;0.422166667;382482.1667;0.617833333;0.528300167;0.2835;-15.36716667;0.09445;129.9073333;0.39695;5;5;0;12;;;;;;;;
Louie Corrales;0.000332;0.759;472381;0.741;0.858;0.13;-7.908;0.0473;125.999;0.0622;0;1;1;2;;;;;;;;
Louie Ramirez;0.710111111;0.668444444;222674.2222;0.590444444;0.006674051;0.153755556;-8.043111111;0.044666667;132.8074444;0.739;30.22222222;5;1;9;;;;;;;;
Louie Ramirez And His Conjunto Chango;0.782;0.74;173400;0.628;0.0039;0.0767;-9.555;0.0922;78.577;0.796;33;0;0;2;;;;;;;;
Louiguy;0.904;0.245;173166;0.405;0.873;0.0883;-11.027;0.0445;80.576;0.0379;0;7;1;2;;;;;;;;
Louil Silas Jr.;0.09973;0.790285714;324472.2857;0.555571429;0.0665352;0.074;-10.88314286;0.061485714;120.6387143;0.694;38.28571429;4;1;14;;;;;;;;
Louis Adrian;0.94;0.276;312160;0.366;0.308;0.181;-11.409;0.0394;112.654;0.0633;9;9;0;1;;;;;;;;
Louis Armstrong;0.793341463;0.547300188;230661.3358;0.282187617;0.089340829;0.268447467;-12.99003752;0.096108818;112.0340394;0.526732458;20.80675422;0;1;533;;;;;;;;
Louis Armstrong & His Ensemble;0.989;0.694;185889;0.479;0.936;0.14;-7.672;0.114;141.062;0.961;0;0;0;2;;;;;;;;
Louis Armstrong & His Hot Five;0.968408163;0.664510204;179404.4796;0.260633673;0.446239497;0.186859184;-12.48786735;0.123366327;127.5666531;0.708510204;6.867346939;5;1;196;;;;;;;;
Louis Armstrong & His Hot Seven;0.960835052;0.681969072;186982.1546;0.238637113;0.523500495;0.208614433;-11.87296907;0.147835052;120.5415876;0.764608247;6.680412371;5;1;97;;;;;;;;
Louis Armstrong & His Savoy Ballroom Five;0.928941176;0.713411765;193047.1176;0.261058824;0.441106206;0.147982353;-11.80588235;0.088352941;121.7691765;0.661588235;7.823529412;7;1;34;;;;;;;;
Louis Armstrong & His Sebastian New Cotton Club Orchestra;0.984272727;0.551727273;196078.8182;0.214454545;0.300855455;0.167272727;-13.81818182;0.059118182;97.34736364;0.474727273;6.454545455;3;1;22;;;;;;;;
Louis Armstrong and His Orchestra;0.908666667;0.557;171690.6667;0.654333333;0.676333333;0.475666667;-7.158666667;0.125866667;103.153;0.714;0;7;1;6;;;;;;;;
Louis Armstrong's Orchestra And Chorus;0.705;0.481;173600;0.342;0;0.342;-18.869;0.0418;120.17;0.558;28;1;1;2;;;;;;;;
Louis Bellson;0.916;0.295;275973;0.0802;0;0.125;-21.323;0.0414;78.592;0.102;21;10;1;1;;;;;;;;
Louis Boucot;0.951;0.823;169267;0.329;0;0.0646;-12.853;0.143;119.061;0.959;0;5;1;2;;;;;;;;
Louis Couperin;0.942;0.538;356040;0.108;0.898;0.0913;-21.894;0.0359;74.981;0.232;1;9;0;2;;;;;;;;
Louis David;0.000162;0.887;406491;0.32;0.889;0.0802;-12.91;0.224;123.993;0.171;0;10;0;1;;;;;;;;
Louis Davis Jr;0.5025;0.32;190886.5;0.2915;0.1124385;0.134;-12.0755;0.0348;111.634;0.173;37.5;2;1;4;;;;;;;;
Louis Frémaux;0.9445;0.23;421473.5;0.12375;0.462715;0.09815;-21.4385;0.04645;102.2285;0.04745;16.5;11;1;2;;;;;;;;
Louis Gruenberg;0.7725;0.393;595346.5;0.329;0.254;0.32765;-14.3495;0.04605;113.108;0.3055;0;7;1;2;;;;;;;;
Louis Hale;0.00539;0.804;480000;0.786;0.04;0.0781;-6.965;0.0536;126.013;0.779;0;0;1;2;;;;;;;;
Louis Hardin;0.8466;0.4794;189570.8;0.454;0.8772;0.11682;-14.1212;0.04218;101.9438;0.61784;30;7;1;5;;;;;;;;
Louis James Alfred Lefébure-Wély;0.53;0.398;57673;0.379;0.00137;0.0651;-9.386;0.0305;147.9;0.188;1;4;1;1;;;;;;;;
Louis Jordan;0.352;0.721;198173;0.269;0;0.142;-14.902;0.0772;117.132;0.582;44;10;0;2;;;;;;;;
Louis Jordan & His Tympany Five;0.7986;0.7544;164154.8;0.28626;0.062;0.15534;-10.535;0.05778;119.7662;0.6636;42;10;1;10;;;;;;;;
Louis Jourdan;0.7204;0.5121;141807.8;0.2928;1.47E-06;0.3357;-14.7773;0.32854;104.1182;0.6297;8.8;10;1;10;;;;;;;;
Louis Jouvet;0.973;0.78;78293;0.171;2.16E-05;0.393;-18.577;0.795;102.001;0.557;0;3;1;2;;;;;;;;
Louis Kabok;0.536166667;0.518833333;271404.3333;0.490333333;0.558983333;0.101316667;-11.584;0.052083333;113.1226667;0.393;31.66666667;11;1;12;;;;;;;;
Louis Killen;0.868666667;0.599666667;136382;0.074666667;0;0.389333333;-15.44766667;0.0508;93.21933333;0.684333333;15.33333333;2;1;3;;;;;;;;
Louis Lane;0.938769231;0.352076923;420118;0.070769231;0.608384615;0.118876923;-21.54;0.041638462;111.9480769;0.333461538;1.307692308;2;1;13;;;;;;;;
Louis Langrée;0.96;0.229;381507;0.109;0.0179;0.181;-22.478;0.0593;166.41;0.0397;49;7;1;2;;;;;;;;
Louis Lortie;0.97725;0.26725;291510;0.004615;0.86425;0.089825;-41.5605;0.04265;97.54975;0.1915;43.75;1;0;4;;;;;;;;
Louis Lynel;0.9945;0.4675;165280;0.2955;0.000109215;0.1655;-13.9555;0.0734;142.825;0.525;2.5;7;1;4;;;;;;;;
Louis Morturier;0.991;0.431333333;229946.6667;0.1234;0.0304008;0.128;-18.574;0.112233333;121.7426667;0.2767;0;11;1;3;;;;;;;;
Louis Musy;0.988636364;0.387636364;224213.1818;0.148218182;0.041711145;0.300909091;-18.05090909;0.1155;103.5581818;0.270372727;0;3;1;11;;;;;;;;
Louis Prima;0.605342105;0.618850877;183308.3333;0.483982456;0.028497774;0.289141228;-10.2005614;0.168647368;122.3090175;0.781245614;26.80701754;5;1;114;;;;;;;;
Louis Prima & His Band;0.829;0.667;108093;0.315;0;0.292;-8.858;0.0409;109.352;0.737;0;5;1;2;;;;;;;;
Louis Schwitzgebel-Wang;0.964;0.293;636387;0.284;0.915;0.673;-16.698;0.0362;69.274;0.18;0;7;1;1;;;;;;;;
Louis Sharp;0.748;0.625;189000;0.268;0;0.607;-13.542;0.142;154.817;0.757;2;7;1;2;;;;;;;;
Louis St. Louis;0.7425;0.5505;133720;0.398;0.01667435;0.1485;-12.12;0.0363;108.3765;0.7635;44.5;10;1;4;;;;;;;;
Louis Teicher;0.994;0.437;439637;0.144;0.888;0.107;-15.798;0.0343;108.322;0.0708;1;2;1;2;;;;;;;;
Louis The Child;0.3838;0.7068;220201.2;0.5698;0.008021716;0.1318;-5.0312;0.2311;108.1588;0.5288;62.6;7;1;5;;;;;;;;
Louis Tomlinson;0.207;0.683;190428;0.53;0;0.394;-4.918;0.142;75.016;0.645;71;5;0;1;;;;;;;;
Louis Untermeyer;0.9765;0.792;71713.5;0.109;0.0003995;0.22945;-16.9245;0.935;59.3685;0.2335;1.5;11;1;4;;;;;;;;
Louis Vierne;0.764;0.102;282502;0.132;0.707;0.14;-26.459;0.0418;87.751;0.0577;0;9;1;1;;;;;;;;
Louis and Bebe Barron;0.933;0.299863636;105366.6818;0.17937;0.878636364;0.149881818;-31.46704545;0.11875;94.73440909;0.136818182;7.454545455;0;1;44;;;;;;;;
Louis de Froment;0.9524;0.2046;656323.4;0.13096;0.1228;0.19654;-19.2834;0.045;85.8476;0.04792;1.6;7;1;5;;;;;;;;
Louis van Tulder;0.9575;0.155;263663;0.194;0.08415;0.1105;-22.0555;0.06015;103.381;0.16515;0;5;0;2;;;;;;;;
Louis-Nicolas Clérambault;0.9945;0.128;233553.5;0.17;0.9065;0.137;-22.238;0.0456;136.0505;0.05025;0.5;0;0;2;;;;;;;;
Louisa Fuller;0.129;0.144;371747;0.347;0.879;0.11;-12.662;0.041;86.242;0.0332;57;10;0;1;;;;;;;;
Louisa Kennedy;0.981;0.402;175800;0.157;0.376;0.159;-18.188;0.0431;145.135;0.183;24;5;1;2;;;;;;;;
Louise Bennett;0.9286;0.6744;92968;0.283;2.56E-05;0.26192;-16.69;0.31;106.8728;0.8274;5.6;9;1;10;;;;;;;;
Louise Bessette;0.985;0.157;370400;0.0374;0.925;0.107;-23.994;0.0389;142.967;0.0762;39;0;1;2;;;;;;;;
Louise Bogan;0.760714286;0.681428571;87313.14286;0.131614286;0.000297701;0.167857143;-20.33514286;0.873714286;98.77628571;0.307714286;5.714285714;9;1;14;;;;;;;;
Louise Bush;0.743;0.707;210320;0.656;0;0.172;-9.279;0.173;118.037;0.748;67;4;1;2;;;;;;;;
Louise Carlyle;0.884333333;0.487333333;174453.3333;0.301;0;0.217266667;-12.69533333;0.044066667;88.65666667;0.412;0.666666667;10;0;3;;;;;;;;
Louise Parker;0.956;0.415;232467;0.296;2.60E-06;0.0795;-10.431;0.0334;120.34;0.334;5;3;1;1;;;;;;;;
Louise Quick;0.827;0.494;234933;0.418;0;0.108;-12.773;0.153;131.494;0.577;9;7;1;1;;;;;;;;
Louisiana Rhythm Kings;0.9898125;0.6749375;182654.8125;0.155625;0.394337806;0.14603125;-14.112125;0.09708125;142.536;0.6448125;0.0625;1;1;32;;;;;;;;
Louisiana Sugar Babes;0.975;0.453;181033;0.1745;0.8985;0.1311;-18.504;0.0777;98.3665;0.544;8;5;0;4;;;;;;;;
Loulou Thessalonikia;0.983;0.371;205293;0.557;0.0132;0.109;-6.625;0.0299;112.001;0.659;0;7;0;2;;;;;;;;
Lounge 50;0.090633333;0.663333333;258024.3333;0.656333333;0.57188;0.0745;-10.94566667;0.125266667;161.2783333;0.690333333;0.666666667;7;1;6;;;;;;;;
Lounge Captain;0.00769;0.614;336000;0.738;0.883;0.0978;-8.461;0.0273;90.012;0.499;0;5;1;2;;;;;;;;
Louse;0.459;0.477;104022;0.782;0.866;0.322;-8.78;0.0512;180.091;0.168;0;10;0;2;;;;;;;;
Lousien;0.983;0.32;134967;0.416;0.238000855;0.382;-11.565;0.04085;93.2965;0.7555;0;5;1;4;;;;;;;;
